,movie_id,title,runtime,certificate,imdb_rating,year,votes,summary,user_review,critic_review,language,country,budget,gross,opening_week,oscar_win,oscar_nom,other_win,other_nom,meta_score,Crime,Drama,Thriller,Comedy,War,Action,Adventure,Sci-Fi,Western,Biography,Horror,Fantasy,Romance,Mystery,Family,History,Music,Animation,Sport,Musical,Film-Noir,Documentary,News,Short
655,tt0329028,Dumb and Dumberer: When Harry Met Lloyd,85.0,PG-13,3.4,2003,36540,Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.,272,86,English,USA,19000000,26276465,11100000,0,0,1,7,19.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,tt0295427,The Master of Disguise,80.0,PG,3.3,2002,21775,An Italian waiter fights off a criminal mastermind with his inherited powers of disguise.,329,51,English,USA,16000000,40388794,12554650,0,0,1,6,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
657,tt0316732,Taxi,97.0,PG-13,4.5,2004,39266,A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.,186,79,English,"USA, France",25000000,36879320,12029832,0,0,3,7,27.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,tt0437954,Virgin Territory,97.0,R,4.8,2007,7412,Young Florentines take refuge from the black plague and engage in bawdy adventures and lusty exchanges.,33,23,English,"Italy, UK, France, Luxembourg",38000000,6880917,0,0,0,0,0,51.87179487179487,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
659,tt6316466,Adam,95.0,Unrated,3.4,2019,1325,"Awkward teen Adam spends his last high school summer with his big sister, who throws herself into NYC's lesbian and trans activist scene. In this coming-of-age comedy, Adam and those around him encounter love, friendship and hard truths.",23,16,English,USA,10000000,6880917,0,0,0,3,5,64.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,tt0085636,Halloween III: Season of the Witch,98.0,R,4.9,1982,41416,Kids all over America want Silver Shamrock masks for Halloween. Doctor Daniel Challis seeks to uncover a plot by Silver Shamrock owner Conal Cochran.,670,214,English,USA,2500000,14400000,6333259,0,0,1,1,50.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
661,tt2314824,Behaving Badly,97.0,R,4.5,2014,10057,"Teenager Rick Stevens has a crush on Nina Pennington. They form a friendship and embark on a rock n' roll journey together while Nina deals with her overbearing boyfriend, Kevin.",17,22,English,USA,3000000,6880917,0,0,0,0,0,18.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,tt0066115,Myra Breckinridge,94.0,R,4.4,1970,2749,"After undergoing gender reassignment surgery, an aspiring actress travels to Hollywood, where she also wants to make a claim on her wealthy uncle's estate.",93,38,English,USA,5385000,6880917,0,0,0,0,0,51.87179487179487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,tt5157456,Viking,142.0,Unrated,4.5,2016,3991,"Kievan Rus, late 10th century. After the death of his father, the young Viking prince Vladimir of Novgorod is forced into exile across the frozen sea.",34,19,Russian,Russia,1250000000,6880917,0,0,0,3,5,51.87179487179487,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
664,tt1043726,The Legend of Hercules,99.0,PG-13,4.2,2014,51711,"The origin story of the mythical Greek hero. Betrayed by his stepfather, the King, and exiled and sold into slavery because of a forbidden love, Hercules must use his formidable powers to fight his way back to his rightful kingdom.",234,176,English,"USA, Bulgaria, Germany",70000000,18848538,8868318,0,0,1,7,22.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
665,tt0466342,Date Movie,83.0,PG-13,2.8,2006,56295,"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.",619,101,English,"USA, Switzerland",20000000,48548426,19076261,0,0,4,1,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
666,tt4971408,Await Further Instructions,91.0,TV-MA,4.8,2018,6568,A family's Christmas takes a strange turn when they awake to find themselves trapped inside and begin receiving mysterious instructions through the television.,278,56,English,UK,10000000,6880917,0,0,0,5,5,51.87179487179487,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
667,tt0113253,Halloween: The Curse of Michael Myers,87.0,R,4.9,1995,29861,"Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.",381,144,English,USA,5000000,15116634,7308529,0,0,3,1,10.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
668,tt8074486,The Row,85.0,R,3.3,2018,1163,A college freshman discovers a dark secret about the sorority house she's pledging for after a series of murders terrorize the campus.,41,8,English,"Canada, USA",4000000,6880917,0,0,0,0,0,51.87179487179487,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
669,tt0190374,Dungeons & Dragons,107.0,PG-13,3.6,2000,31460,"Profion, a tyrant, attempts to overthrow a peaceful kingdom ruled by a tough empress.",608,79,English,"USA, Czech Republic, Canada",45000000,15391970,7237422,0,0,0,11,14.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
670,tt2974918,Alvin and the Chipmunks: The Road Chip,92.0,PG,5.0,2015,15977,The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.,72,73,English,USA,90000000,85886987,14287159,0,0,1,4,33.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
